time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
176,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.859999656677246,-0.2700004577636719,2.0,0.45441737285833333,0.5177005455799419,0.55,0.55,0.00031661657287086504,0.03277137379815451,0.03798719478703949,1.0,1.0,5.0,-4.545582627141667,-3.0578772268434893,46.98815981506665,-37.005920092466674,0.0826321091112658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.055097358302956256,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
177,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,12.289999961853027,0.43000030517578125,2.0,17.031006391998304,0.518265462704383,0.55,0.55,0.001231756019808129,0.034003129817962635,0.039127726151585,1.0,1.0,19.937957289803535,-2.906950897805231,-1.525276235990854,47.124065469593035,-36.93796726520348,0.041292912115055765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.07067296224684076,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
178,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,12.1899995803833,-0.10000038146972656,2.0,4.484100202941085,0.518812663499367,0.55,0.55,0.0004498444357585045,0.03445297425372114,0.03948920682260326,1.0,1.0,7.340208559546618,-2.8561083566055334,-1.4774421464570533,47.19185552452596,-36.90407223773702,0.04003466438444331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.053130034366303674,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
179,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.829999923706055,-0.3599996566772461,2.0,-1.5299563970602774,0.518910766666561,0.55,0.55,0.0,0.03445297425372114,0.039473364803977444,0.0,3.0,0.0,-1.5299563970602774,-0.2648785514236007,47.25751961992405,-36.87124019003797,0.007183879632428712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.09332695477765351,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
180,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,12.270000457763672,0.4400005340576172,2.0,17.236153364191455,0.5117035186191174,0.55,0.55,0.0,0.03445297425372114,0.04063721466809811,0.0,0.0,0.0,17.236153364191455,19.459569728097495,47.26929199998732,-36.86535400000634,0.41167466032922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.08826287245448103,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
181,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.90999984741211,-0.3600006103515625,2.0,-1.5311002498465323,0.5118019983538643,0.55,0.55,0.0,0.03445297425372114,0.040621311840118655,0.0,3.0,0.0,-1.5311002498465323,-0.2658952838164701,46.404422234294096,-37.297788882852956,0.007128982488790671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.07988962410056703,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
182,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.989999771118164,0.07999992370605469,2.0,8.526689659130374,0.5079885651639419,0.55,0.55,0.0,0.03445297425372114,0.04123711743896977,0.0,0.0,0.0,8.526689659130374,10.296269612790491,46.416239802463714,-37.29188009876814,0.22182472463536304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.11462221856017057,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
183,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.960000038146973,-0.029999732971191406,2.0,5.97757507105262,0.5051736174458729,0.55,0.55,0.0,0.03445297425372114,0.041691684355165126,0.0,0.0,0.0,5.97757507105262,7.600358838786371,45.958627819673026,-37.52068609016349,0.16537392866923162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.14119626225087428,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
184,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.979999542236328,0.01999950408935547,2.0,7.1392433467569125,0.5019010473536015,0.55,0.55,0.0,0.03445297425372114,0.04222014962126157,0.0,0.0,0.0,7.1392433467569125,8.835939249132743,45.62083409350474,-37.68958295324763,0.19368210653541643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.17915080592913607,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
185,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.59000015258789,-0.3899993896484375,2.0,-2.1661632026270508,0.5022114737556371,0.55,0.55,0.0,0.03445297425372114,0.04217002095586109,0.0,3.0,0.0,-2.1661632026270508,-0.8381512854961344,45.228125682432186,-37.88593715878391,0.02212301841665827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.17215310808486983,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
186,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.609999656677246,0.01999950408935547,2.0,6.875724715785377,0.49904232888514194,0.55,0.55,0.0,0.03445297425372114,0.042681784780642,0.0,0.0,0.0,6.875724715785377,8.556691150337016,45.265376850676454,-37.86731157466177,0.1890339094837149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.21643619371537184,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
187,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.699999809265137,0.09000015258789062,2.0,8.51081271004194,0.49523505020837194,0.55,0.55,0.0,0.03445297425372114,0.043296596528685005,0.0,0.0,0.0,8.51081271004194,10.279652427279027,44.83719591047413,-38.038306844594324,0.22926617551651268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2736991239304161,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
188,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.140000343322754,-0.5599994659423828,2.0,-5.618123921039249,0.49674302341595117,0.55,0.55,0.0,0.03445297425372114,0.0430530841088008,0.0,3.0,0.0,-5.618123921039249,-4.071527660463984,44.18995853542323,-38.19059799166512,0.10661073338921195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.24788373790991539,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
189,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,7.75,-3.390000343322754,2.0,-44.52467039356184,0.5008605141785873,0.55,0.55,0.0,0.03445297425372114,0.04238817830382965,0.0,3.0,0.0,-13.04732582595512,-11.117225059117784,44.4463139807117,-38.130279063361954,0.29155897444768336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.19317083021622977,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
190,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,4.96999979019165,-2.7800002098083496,2.0,-23.038554182238062,0.503302546214767,0.55,0.55,0.0,0.03445297425372114,0.04199383102525997,0.0,3.0,0.0,-8.291114558254197,-6.593486497685062,45.10326170143048,-37.94836914928476,0.17374887631526412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.16151192813569373,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
191,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,1.4700000286102295,-3.499999761581421,2.0,-8.777985661105602,0.5051640354109092,0.55,0.55,0.0,0.03445297425372114,0.04169323169334706,0.0,3.0,0.0,-6.636647884809176,-5.026020829583791,45.39630554577204,-37.80184722711398,0.13295701660787615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.14026787264641163,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
192,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.009999999776482582,-1.460000028833747,2.0,-0.0221330443563498,0.5047819538729182,0.55,0.55,0.0,0.03445297425372114,0.041754931463237936,0.0,0.0,0.0,-0.0221330443563498,1.0316201525755282,45.619684249309095,-37.69015787534545,0.022613487347649758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.1427511518468456,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
193,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,-0.009999999776482582,2.0,0.0,0.5043930649840294,0.55,0.55,0.0,0.03445297425372114,0.04181773050630014,0.0,0.0,0.0,0.0,1.05,45.57383446475019,-37.713082767624904,0.02303953600419862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.14699220553398368,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
194,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.5040041760951405,0.55,0.55,0.0,0.03445297425372114,0.04188052954936233,0.0,0.0,0.0,0.0,1.05,45.527167798083525,-37.73641610095824,0.02306315219643863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.151306565718366,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
195,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.699999988079071,0.699999988079071,2.0,1.287907054285617,0.503056932367926,0.55,0.55,0.0,0.03445297425372114,0.04203349354837424,0.0,0.0,0.0,1.287907054285617,2.5575580634789277,45.48050113141686,-37.75974943429157,0.0562341662878518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.1627558811202647,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
196,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,1.600000023841858,0.9000000357627869,2.0,3.559153178336668,0.5011928432404048,0.55,0.55,0.0,0.03445297425372114,0.042334512725665345,0.0,0.0,0.0,3.559153178336668,5.033040644307331,45.366831884151125,-37.81658405792444,0.1109409768167131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.1864880730513073,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
197,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,2.5799999237060547,0.9799998998641968,2.0,6.139624444139168,0.49831379482132304,0.55,0.55,0.0,0.03445297425372114,0.042799430831617545,0.0,0.0,0.0,6.139624444139168,7.773430731520705,45.143141188848574,-37.92842940557571,0.17219516690258424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.22635031811619427,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
198,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,3.6600000858306885,1.0800001621246338,2.0,9.422390273693518,0.4941544442206198,0.55,0.55,0.0,0.03445297425372114,0.04347109629943445,0.0,0.0,0.0,9.422390273693518,11.230246621898678,44.71334511962492,-38.06744820714708,0.2511609585874993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2915449816724545,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
199,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,4.78000020980835,1.1200001239776611,2.0,12.691769367914606,0.49545642451696664,0.55,0.55,0.0030808200857970714,0.03753379433951821,0.046341668370869296,1.0,1.0,17.717869388058826,-5.02610002014422,-3.515346800136469,44.006255517505366,-38.23382223117521,0.09194337879381871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3791086343884473,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
200,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,5.960000038146973,1.179999828338623,2.0,16.543048510619276,0.49671693547986784,0.55,0.55,0.0013369151095385704,0.03887070944905678,0.04747503206893459,1.0,1.0,21.45197030409228,-4.908921793473006,-3.4033795998332685,44.227592167884325,-38.18174301932133,0.08913630784511425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2747481176706944,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
201,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,6.809999942779541,0.8499999046325684,2.0,14.622040639704942,0.49793739112222885,0.55,0.55,0.001196028746398552,0.04006673819545533,0.04847397766734422,1.0,1.0,19.417516446516842,-4.7954758068119006,-3.295230234374756,44.44187903157753,-38.13132258080529,0.08641793704878004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.25387461349404644,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
202,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,4.179999828338623,-2.630000114440918,2.0,-18.233471733005242,0.4999322108724255,0.55,0.55,9.772727272727273e-05,0.0401644654681826,0.0482495749564871,1.0,3.0,0.0,-7.018594616456033,-5.386013325531045,44.6493564907789,-38.08250435511085,0.14143012432448437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.20501403124996967,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
203,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.8399999737739563,-3.3399998545646667,2.0,-4.768838685060904,0.5011432748125821,0.55,0.55,9.772727272727273e-05,0.04026219274090987,0.04815173568385415,1.0,3.0,0.0,-4.768838685060904,-3.269872638422891,44.98847584831233,-38.00271156510298,0.08604314018017441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.18836738428804262,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
204,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.30000001192092896,-0.5399999618530273,2.0,-0.15541029734337033,0.5008023322256439,0.55,0.55,0.0,0.04026219274090987,0.04820679220207983,0.0,3.0,0.0,-0.15541029734337033,0.9205449847334574,45.137192977509855,-37.93140351124507,0.020394378205843014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.23984211818539106,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
205,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.33000001311302185,0.030000001192092896,2.0,0.18289538935295363,0.5003321679591207,0.55,0.55,0.0,0.04026219274090987,0.04828271585755904,0.0,0.0,0.0,0.18289538935295363,1.2694435196123224,45.096279867077264,-37.95186006646137,0.028149628380745553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.19610829410038697,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
206,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.05000000074505806,-0.2800000123679638,2.0,-0.0019491188359028167,0.4999438782708588,0.55,0.55,0.0,0.04026219274090987,0.04834541813975445,0.0,0.0,0.0,-0.0019491188359028167,1.048382158307273,45.03986015509449,-37.980069922452756,0.023276763175932948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.20116848249146818,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
207,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.009999999776482582,-0.04000000096857548,2.0,0.004198786518388747,0.4995531159389587,0.55,0.55,0.0,0.04026219274090987,0.048408519712489516,0.0,0.0,0.0,0.004198786518388747,1.0550582961302344,44.99045930604599,-38.00224486916565,0.02345071182655056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.20643373222940706,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
208,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,-0.009999999776482582,2.0,0.0,0.4991642270500698,0.55,0.55,0.0,0.04026219274090987,0.04847131875555172,0.0,0.0,0.0,0.0,1.05,44.92402970962297,-38.01787536244165,0.023372791950920742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.21174991037875937,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
