time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
126,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.47885232300881586,0.55,0.5496031343191863,0.0,0.19783070731224764,0.20931986567804892,0.0,0.0,0.0,0.0,1.05,41.47100602260981,-38.83035152409181,0.025318893865934788,0.0,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.40801110474486035,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
127,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.478463434119927,0.55,0.5496031343191863,0.0,0.19783070731224764,0.2093826647211111,0.0,0.0,0.0,0.0,1.05,41.404894911498694,-38.84590707964737,0.025359320492041655,0.0,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.41131922349691874,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
128,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.4780745452310381,0.55,0.5496031343191863,0.0,0.19783070731224764,0.2094454637641733,0.0,0.0,0.0,0.0,1.05,41.33878380038759,-38.86146263520292,0.02539987642283166,0.0,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4147407681749029,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
129,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.4776856563421492,0.55,0.5496031343191863,0.0,0.19783070731224764,0.2095082628072355,0.0,0.0,0.0,0.0,1.05,41.272672689276476,-38.87701819075848,0.025440562279670648,0.0,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.41827573877881297,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
130,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.47729676745326033,0.55,0.549864995861426,0.0,0.19783070731224764,0.20957106185029772,0.0,0.0,0.0,0.0,1.05,41.20656157816536,-38.89257374631403,0.02548137868791209,0.0,-0.7642968893051147,-0.00013500413857400414,-0.7642968893051147,-0.00013500413857400414,-0.7642968893051147,-0.00013500413857400414,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4221089285602157,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
131,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.47690787856437145,0.55,0.549864995861426,0.0,0.19783070731224764,0.20963386089335992,0.0,0.0,0.0,0.0,1.05,41.14045046705426,-38.908129301869586,0.025522326276929127,0.0,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4255011645128445,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
132,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,1.1399999856948853,1.1399999856948853,0.0,2.974483929608165,0.4752757519564222,0.55,0.549864995861426,0.0,0.19783070731224764,0.20989742200827996,0.0,0.0,0.0,2.974483929608165,4.406741841463007,41.074339355943145,-38.923684857425144,0.10728698040094917,0.0,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.44386880003576484,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
133,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,3.059999942779541,1.9199999570846558,0.0,13.171294421354121,0.47716387217230083,0.55,0.549864995861426,0.003228064492548004,0.20105877180479564,0.21282058670520163,1.0,1.0,19.884326372804466,-6.713031951450345,-5.09792458287232,40.796877832591775,-38.98896992174311,0.13075299483686392,0.0,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5391925744183741,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
134,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,4.940000057220459,1.880000114440918,0.0,20.866439262408427,0.47899276928679313,0.55,0.549864995861426,0.0017692625204142288,0.20282803432520988,0.214294512969089,1.0,1.0,27.409540394429694,-6.543101132021267,-4.938022209129151,41.11785826929114,-38.91344511310797,0.12689758500631396,0.0,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.44359993041297563,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
135,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,6.670000076293945,1.7300000190734863,0.0,26.060833450794558,0.4807643793407681,0.55,0.549864995861426,0.0021237105632964767,0.20495174488850634,0.21613213817677945,1.0,1.0,32.439333842511516,-6.378500391716958,-4.783347145732453,41.42877077875483,-38.84028922852828,0.12315426174064312,0.0,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4371786066155618,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
136,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.220000267028809,1.5500001907348633,0.0,28.9884291972802,0.48248057035331493,0.55,0.549864995861426,0.002317949612996039,0.20726969450150237,0.21817295168129003,1.0,1.0,35.207484684139416,-6.219055486859215,-4.63371573387637,41.72994448793058,-38.769424826369274,0.11951984726698134,0.0,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4302204600136412,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
137,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,9.369999885559082,1.1499996185302734,0.0,24.995496321256834,0.4841431449945122,0.55,0.549864995861426,0.00202774235242544,0.20929743685392782,0.21993221607132118,1.0,1.0,31.06009461698683,-6.064598295729997,-4.488951531232664,42.02169696006354,-38.7007771858674,0.11599125024476051,0.0,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4160187572501196,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
138,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,10.539999961853027,1.1700000762939453,0.0,28.678053208033877,0.48575384313663966,0.55,0.549864995861426,0.00227464387855446,0.2115720807324823,0.22194675917333595,1.0,1.0,34.59301978605612,-5.914966578022241,-4.348884983744103,42.30433464906708,-38.63427420021951,0.11256546353650392,0.0,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4147984227360626,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
139,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,12.119999885559082,1.5799999237060547,0.0,43.93885812371734,0.48731434429029546,0.55,0.549864995861426,0.0033724415141243805,0.21494452224660668,0.22506720588393936,1.0,1.0,49.70886186894811,-5.770003745230774,-4.213353114870686,42.57815333322874,-38.56984627453441,0.10923956203715895,0.0,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,-0.7642968893051147,-0.00013500413857400417,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.432643749630964,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
140,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,13.140000343322754,1.0200004577636719,0.0,31.82097268667806,0.4888538079824696,0.55,0.5507498846203089,0.002482631456551279,0.21742715370315796,0.22730123973469696,1.0,1.0,37.530171316379274,-5.709198629701213,-4.156551968870165,42.84343852935023,-38.507426228388184,0.10794156805540797,0.0,-1.2642968893051147,0.000749884620308876,-1.2642968893051147,0.000749884620308876,-1.2642968893051147,0.000749884620308876,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4148281040021951,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
141,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,14.899999618530273,1.7599992752075195,0.0,60.30934448677224,0.490345374647591,0.55,0.5507498846203089,0.004626843129367893,0.22205399683252586,0.23168721982603688,1.0,1.0,65.87999138417779,-5.570646897405545,-4.027229995827759,43.10514735701983,-38.44584768070122,0.10475071402442558,0.0,-1.7642968893051147,0.000749884620308876,-1.7642968893051147,0.000749884620308876,-1.7642968893051147,0.000749884620308876,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.45072183241197555,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
142,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,16.389999389648438,1.489999771118164,0.0,57.066795385881605,0.49179058666151504,0.55,0.5507498846203089,0.00435766411494988,0.22641166094747572,0.2358115064028531,1.0,1.0,62.50320128342622,-5.436405897544617,-3.9020724375949323,43.35871369009047,-38.38618501409636,0.10165304096153327,0.0,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4191103725698673,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
143,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,18.25,1.8600006103515625,0.0,78.68757393851345,0.4883035263750267,0.55,0.5507498846203089,0.005042613636363637,0.23145427458383935,0.24141722187973816,1.0,1.0,71.0,7.687573938513452,9.415062773518487,43.60439973245756,-38.3283765335394,0.21592001796346827,0.0,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.46801225082852255,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
144,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.299999237060547,1.0499992370605469,0.0,49.63176244114735,0.48981220756141824,0.55,0.5507498846203089,0.0037927001105933457,0.2352469746944327,0.2449662952437252,1.0,1.0,55.25193468322275,-5.620172242075398,-4.0734392032570845,43.011599483754544,-38.46785894499893,0.10589201777726331,0.0,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4398112970999216,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
145,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,20.59000015258789,1.2900009155273438,0.0,64.1167683975648,0.4912739833539534,0.55,0.5507498846203089,0.004928093344264509,0.2401750680386972,0.2496583362769942,1.0,1.0,69.60115933286497,-5.484390935300169,-3.9467946398448532,43.2680752854411,-38.40751169754327,0.10276100859971382,0.0,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4391070655471619,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
146,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,22.100000381469727,1.510000228881836,0.0,79.96877599271214,0.4872895011480451,0.55,0.5507498846203089,0.005042613636363637,0.24521768167506083,0.25534437706383345,1.0,1.0,71.0,8.968775992712139,10.758101955952382,43.51657717017208,-38.34904066584186,0.2472184775443781,0.0,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4702252594763283,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
147,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,23.81999969482422,1.7199993133544922,0.0,97.84047790923664,0.4763251678504735,0.55,0.5507498846203089,0.005042613636363637,0.25026029531142446,0.26215754691451787,1.0,1.0,71.0,26.84047790923664,29.603699903443236,42.83921519516767,-38.5084199540782,0.6910420690149006,0.0,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,-2.089729070663452,0.000749884620308876,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5451338350145528,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
