time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
96,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,12.020000457763672,1.1500005722045898,0.0,32.3539648139574,0.49806205828488936,0.55,0.5456083466410637,0.0024257004852907813,0.14242561790898534,0.15081272572183216,1.0,1.0,36.729705560715956,-4.375740746758559,-2.897243841085853,44.48813085177022,-38.12043979958348,0.07600237185924359,0.0,-2.718502700328827,-0.00439165335893631,-2.718502700328827,-0.00439165335893631,-2.718502700328827,-0.00439165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.28114962697604645,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
97,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,13.550000190734863,1.5299997329711914,0.0,47.86482574659447,0.4990699931642545,0.55,0.5446083466410637,0.003549040761061712,0.14597465867004705,0.15419900187916863,1.0,1.0,52.053991698650165,-4.189165952055696,-2.7214241742858087,44.67054990843119,-38.07751766860443,0.07147062993892772,0.0,-2.718502700328827,-0.00539165335893631,-2.718502700328827,-0.00539165335893631,-2.718502700328827,-0.00539165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2896361181327746,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
98,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,15.100000381469727,1.5500001907348633,0.0,54.27985473633001,0.5000150915121298,0.55,0.5436083466410637,0.004027136650243471,0.1500017953202905,0.15807352097323607,1.0,1.0,58.28830654924284,-4.008451812912831,-2.551765539263152,44.84189883792327,-38.03720027342982,0.06708605052211586,0.0,-2.718502700328827,-0.00639165335893631,-2.718502700328827,-0.00639165335893631,-2.718502700328827,-0.00639165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2865982785011853,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
99,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,16.549999237060547,1.4499988555908203,0.0,56.22508761836923,0.5008995415409188,0.55,0.5426083466410637,0.004165222494196484,0.154167017814487,0.16209591959914726,1.0,1.0,60.058480579973285,-3.833392961604055,-2.3880150777302136,45.00181098145557,-37.99909450927221,0.06284399953655503,0.0,-2.718502700328827,-0.00739165335893631,-2.718502700328827,-0.00739165335893631,-2.718502700328827,-0.00739165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.27801754740647217,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
100,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,17.610000610351562,1.0600013732910156,0.0,45.20140845439858,0.5017875883286755,0.55,0.5436083466410637,0.0033227804068516036,0.1574897982213386,0.16527529532137306,1.0,1.0,49.04520091341163,-3.843792459013045,-2.3977263269431957,45.107944984910255,-37.946027507544876,0.06318780869661393,0.0,-2.218502700328827,-0.00639165335893631,-2.218502700328827,-0.00639165335893631,-2.218502700328827,-0.00639165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2501683122022303,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
101,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.43000030517578,1.8199996948242188,0.0,82.45642184820927,0.49684016593650515,0.55,0.5446083466410637,0.005042613636363637,0.16253241185770223,0.17111683482250103,1.0,1.0,71.0,11.456421848209274,13.358040458860032,45.21451059944106,-37.892744700279465,0.2954370241270545,0.0,-1.718502700328827,-0.00539165335893631,-1.718502700328827,-0.00539165335893631,-1.718502700328827,-0.00539165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3559251554811111,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
102,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,20.920000076293945,1.489999771118164,0.0,74.34058182144183,0.4950634679434082,0.55,0.5456083466410637,0.005042613636363637,0.16757502549406586,0.17644635543143417,1.0,1.0,71.0,3.3405818214418304,4.797084581361696,44.462828209205874,-38.126393362539794,0.10788977612468827,0.0,-1.218502700328827,-0.00439165335893631,-1.218502700328827,-0.00439165335893631,-1.218502700328827,-0.00439165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3792260256879205,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
103,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,22.639999389648438,1.7199993133544922,0.0,92.46665753038408,0.48621647916075095,0.55,0.5466083466410637,0.005042613636363637,0.1726176391304295,0.18291760960088238,1.0,1.0,71.0,21.466657530384083,23.88686971317456,44.1607895503794,-38.197461282263674,0.5409067626819489,0.0,-1.055943489074707,-0.00339165335893631,-1.055943489074707,-0.00339165335893631,-1.055943489074707,-0.00339165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4787737147596935,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
104,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,24.399999618530273,1.760000228881836,0.0,102.62943028428337,0.473365245794209,0.55,0.5476083466410637,0.005042613636363637,0.17766025276679312,0.19003548221390051,1.0,1.0,71.0,31.629430284283373,34.69833008966316,42.65680145732766,-38.55134083356996,0.8134301894241679,0.0,-1.055943489074707,-0.00239165335893631,-1.055943489074707,-0.00239165335893631,-1.055943489074707,-0.00239165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5808731870675494,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
105,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,25.8799991607666,1.4799995422363281,0.0,93.95556514481869,0.46393161098537583,0.55,0.5486083466410637,0.005042613636363637,0.18270286640315675,0.1966014698923604,1.0,1.0,71.0,22.955565144818692,25.470813983849673,40.472091785015536,-39.06539016823164,0.6293426620780702,0.0,-1.055943489074707,-0.00139165335893631,-1.055943489074707,-0.00139165335893631,-1.055943489074707,-0.00139165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7279493774992359,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
106,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,27.209999084472656,1.3299999237060547,0.0,90.7475194724254,0.45575062279956813,0.55,0.5496083466410637,0.005042613636363637,0.18774548003952038,0.20296517611853748,1.0,1.0,71.0,19.747519472425395,22.088668101680767,38.86837386751389,-39.442735560584964,0.5682941143092799,0.0,-1.055943489074707,-0.00039165335893631,-1.055943489074707,-0.00039165335893631,-1.055943489074707,-0.00039165335893631,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.9113436189462503,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
107,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,29.170000076293945,1.960000991821289,0.0,138.5106129469219,0.4418700280307064,0.55,0.5506083466410637,0.005042613636363637,0.192788093675884,0.21024927335992066,1.0,1.0,71.0,33.51339740585246,37.47760587592658,37.47760587592658,-39.769975088017276,1.0,6.0,-1.055943489074707,0.00060834664106369,-1.055943489074707,0.00060834664106369,-1.055943489074707,0.00060834664106369,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-5.607761314067736,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
108,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,30.40999984741211,1.239999771118164,0.0,97.86440890920301,0.4308962656551339,0.55,0.551198695152998,0.005042613636363637,0.19783070731224764,0.217063965848799,1.0,1.0,71.0,26.864408909203007,29.629158414045754,35.11790476522009,-40.325198878771744,0.8437051872009672,0.0,-1.055943489074707,0.0011986951529979707,-1.055943489074707,0.0011986951529979707,-1.055943489074707,0.0011986951529979707,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.3801334467528843,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
109,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,26.020000457763672,-4.3899993896484375,0.0,-227.35026923703253,0.4438315612454744,0.55,0.551198695152998,0.0,0.19783070731224764,0.2149751322307416,0.0,3.0,0.0,-38.561991694190056,-34.92529809391937,33.25236516137276,-40.764149373794645,0.8567650406160862,0.0,-1.055943489074707,0.0011986951529979707,-1.055943489074707,0.0011986951529979707,-1.055943489074707,0.0011986951529979707,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.1248943051145044,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
110,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,21.809999465942383,-4.210000991821289,0.0,-184.17876363832255,0.45644770513491334,0.55,0.550198695152998,0.0,0.19783070731224764,0.21293783626773413,0.0,3.0,0.0,-37.601084021764756,-34.06358850148507,35.45136541173065,-40.246737550181024,0.8463689375819198,0.0,-1.555943489074707,0.00019869515299797066,-1.555943489074707,0.00019869515299797066,-1.555943489074707,0.00019869515299797066,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7989996714532145,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
111,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,17.309999465942383,-4.5,0.0,-157.87656084680162,0.4671004404396779,0.55,0.549198695152998,0.0,0.19783070731224764,0.21121759791110348,0.0,3.0,0.0,-31.732591281965924,-28.762385322864347,37.596109872935266,-39.74209179460347,0.7237260049499951,0.0,-2.0151355862617493,-0.0008013048470020294,-2.0151355862617493,-0.0008013048470020294,-2.0151355862617493,-0.0008013048470020294,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.57192505088516,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
112,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,12.8100004196167,-4.499999046325684,0.0,-117.542092778725,0.4747107293614279,0.55,0.548198695152998,0.0,0.19783070731224764,0.20998866369527067,0.0,3.0,0.0,-22.976361796515935,-20.547780088724977,39.40707487474524,-39.315982382412884,0.5226317350756715,0.0,-2.0151355862617493,-0.0018013048470020294,-2.0151355862617493,-0.0018013048470020294,-2.0151355862617493,-0.0018013048470020294,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4590353128231667,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
113,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.420000076293945,-4.390000343322754,0.0,-75.65104151437946,0.4794654094886156,0.55,0.547198695152998,0.0,0.19783070731224764,0.20922086247855973,0.0,3.0,0.0,-14.86433258157146,-12.837636343406865,40.70082399144274,-39.01157082554288,0.32907253083491333,0.0,-2.0151355862617493,-0.0028013048470020294,-2.0151355862617493,-0.0028013048470020294,-2.0151355862617493,-0.0028013048470020294,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.41020718054368177,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
114,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,4.210000038146973,-4.210000038146973,0.0,-36.33830792779085,0.48157899388389785,0.55,0.546842075586319,0.0,0.19783070731224764,0.20887955399367564,0.0,3.0,0.0,-7.3578166777231955,-5.7066778672620355,41.509119613064655,-38.82138362045538,0.1469983121429791,0.0,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.39205165980006473,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
115,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.800000011920929,-3.4100000262260437,0.0,-5.577601044868898,0.48307296327876736,0.55,0.546842075586319,0.0,0.19783070731224764,0.20863830295503044,0.0,3.0,0.0,-5.577601044868898,-4.033717366147638,41.868428960262634,-38.736840244644085,0.10413129570384502,0.0,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3825699390083149,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
116,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.15000000596046448,-0.6500000059604645,0.0,-0.18348009022873601,0.4827407173075265,0.55,0.546842075586319,0.0,0.19783070731224764,0.20869195511545807,0.0,3.0,0.0,-0.18348009022873601,0.8970641223503348,42.12240375739045,-38.67708146884931,0.021296603287815533,0.0,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.38308278301277343,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
117,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.009999999776482582,-0.1400000061839819,0.0,-0.0016088478365453606,0.4823523230088158,0.55,0.546842075586319,0.0,0.19783070731224764,0.2087546742904891,0.0,0.0,0.0,-0.0016088478365453606,1.0486646065189105,42.0659219422795,-38.69037130769894,0.024929076984401513,0.0,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3853145900135319,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
118,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,-0.009999999776482582,0.0,0.0,0.4819634341199269,0.55,0.546842075586319,0.0,0.19783070731224764,0.2088174733335513,0.0,0.0,0.0,0.0,1.05,41.999894911498686,-38.70590707964737,0.025000062552835867,0.0,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.38760240958964937,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
119,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.48157454523103804,0.55,0.546842075586319,0.0,0.19783070731224764,0.20888027237661352,0.0,0.0,0.0,0.0,1.05,41.93378380038757,-38.721462635202926,0.025039476642465433,0.0,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,-2.0151355862617493,-0.0031579244136810303,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3900031209343003,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
120,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.48118565634214916,0.55,0.547842075586319,0.0,0.19783070731224764,0.20894307141967572,0.0,0.0,0.0,0.0,1.05,41.86767268927647,-38.73701819075848,0.025079015205660946,0.0,-1.5151355862617493,-0.0021579244136810303,-1.5151355862617493,-0.0021579244136810303,-1.5151355862617493,-0.0021579244136810303,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3933172582048771,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
121,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.4807967674532603,0.55,0.548842075586319,0.0,0.19783070731224764,0.2090058704627379,0.0,0.0,0.0,0.0,1.05,41.801561578165355,-38.752573746314035,0.02511867883300459,0.0,-1.0151355862617493,-0.0011579244136810302,-1.0151355862617493,-0.0011579244136810302,-1.0151355862617493,-0.0011579244136810302,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.39514482140137985,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
122,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.4804078785643714,0.55,0.5496031343191863,0.0,0.19783070731224764,0.2090686695058001,0.0,0.0,0.0,0.0,1.05,41.73545046705425,-38.76812930186959,0.025158468118820585,0.0,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3966587320517307,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
123,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.4800189896754825,0.55,0.5496031343191863,0.0,0.19783070731224764,0.2091314685488623,0.0,0.0,0.0,0.0,1.05,41.66933935594314,-38.78368485742514,0.025198383661204905,0.0,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.39876730404424104,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
124,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.4796301007865936,0.55,0.5496031343191863,0.0,0.19783070731224764,0.2091942675919245,0.0,0.0,0.0,0.0,1.05,41.603228244832025,-38.7992404129807,0.02523842606205521,0.0,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4017351450185216,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
125,new_robust_adapter_no_gate,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.47924121189770474,0.55,0.5496031343191863,0.0,0.19783070731224764,0.20925706663498672,0.0,0.0,0.0,0.0,1.05,41.53711713372092,-38.81479596853625,0.025278595927101126,0.0,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,-0.8705316781997681,-0.0003968656808137894,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.40481641191872797,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
