time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward
20,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6417925665086346,0.55,0.55,0.0,0.0,-0.014822962295054622,0.0,0.0,0.0,0.0,1.05,57.0,-28.62548356819812,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7394577319522314
21,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6414036776197457,0.55,0.55,0.0,0.0,-0.014760163251992421,0.0,0.0,0.0,0.0,1.05,57.0,-28.65659467930923,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7302416130168428
22,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6410147887308568,0.55,0.55,0.0,0.0,-0.014697364208930221,0.0,0.0,0.0,0.0,1.05,57.0,-28.687705790420342,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7211389200073801
23,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6406258998419679,0.55,0.55,0.0,0.0,-0.014634565165868021,0.0,0.0,0.0,0.0,1.05,57.0,-28.71881690153145,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7121496529238432
24,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.640237010953079,0.55,0.55,0.0,0.0,-0.014571766122805821,0.0,0.0,0.0,0.0,1.05,57.0,-28.749928012642563,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7032738117662324
25,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6398481220641902,0.55,0.55,0.0,0.0,-0.014508967079743623,0.0,0.0,0.0,0.0,1.05,57.0,-28.781039123753672,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6945113965345474
26,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6394592331753013,0.55,0.55,0.0,0.0,-0.014446168036681422,0.0,0.0,0.0,0.0,1.05,57.0,-28.812150234864784,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6858624072287884
27,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6390703442864124,0.55,0.55,0.0,0.0,-0.014383368993619222,0.0,0.0,0.0,0.0,1.05,57.0,-28.843261345975893,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6773268438489554
28,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6386814553975235,0.55,0.55,0.0,0.0,-0.014320569950557022,0.0,0.0,0.0,0.0,1.05,57.0,-28.874372457087006,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6689047063950482
29,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6382925665086346,0.55,0.55,0.0,0.0,-0.01425777090749482,0.0,0.0,0.0,0.0,1.05,57.0,-28.905483568198115,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6605959948670669
